,Doanh thu thuần,Lợi nhuận gộp,LN thuần từ HĐKD,LNST thu nhập DN,LNST của CĐ cty mẹ,Tài sản ngắn hạn,Tổng tài sản,Nợ phải trả,Nợ ngắn hạn,Vốn chủ sở hữu,EPS 4 quý,BVPS cơ bản,P/E cơ bản,ROS,ROEA,ROAA
Năm 2016,"6,383",828,36,29,29,"25,921","26,248","6,220","6,220","20,029",14.00,"10,014.00",0,0.45,0.28,0.22
Năm 2017,"90,663","14,573","10,007","8,021","8,021","86,252","113,008","16,959","11,459","96,049",911.00,"10,915.00",0,8.85,13.82,11.52
Năm 2018,"208,006","20,637","7,253","5,658","5,658","85,782","157,832","56,125","51,525","101,707",643.00,"11,558.00",0,2.72,5.72,4.18
Năm 2019,"143,576","32,024","10,724","9,035","9,035","107,513","173,971","63,229","59,829","110,742","1,027.00","12,584.00",5.55,6.29,8.51,5.45
Năm 2020,"121,939","8,885","-3,364",828,828,"159,779","233,076","68,893","61,531","164,183",90.00,"10,365.00",44.37,0.68,0.60,0.41
Năm 2021,"230,643","33,327","2,902","2,118","2,118","328,549","397,239","73,081","68,325","324,158",125.00,"10,245.00",92.65,0.92,0.87,0.67
Năm 2022,"265,324","11,222","2,072","1,431","1,431","318,794","380,618","48,163","44,378","332,456",45.00,"10,032.00",66.75,0.54,0.44,0.37
Năm 2023,"314,415","12,775","2,112","1,627","1,627","357,285","412,444","78,361","75,370","334,083",49.00,"10,081.00",63.13,0.52,0.49,0.41
Năm 2024,"436,102","15,775","2,117","1,934","1,884","294,362","494,111","135,625","135,063","358,486",57.00,"10,817.00",52.77,0.44,0.54,0.42
